"Position","Player Name","Team Name","Nationality","Height","Weight","Age","Condition","Overall Rating"
"LB","Y. ARMOUGOM","CAEN","FRANCE",173,71,22,"C",70
"LWF","MATEUS GONÇALVES","CEARÁ","BRAZIL",168,63,26,"C",70
"DMF","CHI ZHONGGUO","BEIJING GUOAN","CHINA",174,65,31,"C",70
"CF","F. MARGIOTTA","LUZERN","ITALY",178,77,27,"C",70
"DMF","J. VAN DAMME","MECHELEN","BELGIUM",195,94,29,"C",70
"DMF","M. BOKADI","STANDARD LIÈGE","CONGO DR",186,80,24,"C",70
"CF","J. ARDAIZ","LUGANO","URUGUAY",184,81,21,"C",70
"CB","E. BERGSTRÖM","UTRECHT","SWEDEN",187,87,27,"C",70
"AMF","A. MARCHESANO","ZÜRICH","SWITZERLAND",168,62,29,"A",70
"GK","Y. BRECHER","ZÜRICH","SWITZERLAND",196,88,27,"C",70
"RWF","E. OCANSEY","KORTRIJK","GHANA",173,66,23,"C",70
"CB","R. GELMI","VVV","SWITZERLAND",188,78,25,"C",70
"CF","D. SORGIC","AUXERRE","SERBIA",177,70,31,"C",70
"CMF","S. ASAMOAH","SINT-TRUIDEN","GHANA",166,53,26,"D",70
"RMF","E. ZHEGROVA","GENK","KOSOVO",174,70,21,"C",70
"DMF","D. WOUTERS","GENK","BELGIUM",191,81,23,"C",70
"CMF","M. JONCKHEERE","KORTRIJK","BELGIUM",175,66,30,"C",70
"RMF","D. CRNIGOJ","VENEZIA","SLOVENIA",185,70,25,"C",70
"CF","P. SABBAG","LA EQUIDAD","COLOMBIA",188,81,23,"C",70
"CB","J. MOYA","SANTA FE","COLOMBIA",185,77,28,"C",70
"LWF","D. VALOYES","TALLERES DE CÓRDOBA","COLOMBIA",180,76,24,"C",70
"LB","S. MACÍAS","INDEPENDIENTE MEDELLÍN","COLOMBIA",168,68,24,"C",70
"CF","L. CASTRO","INDEPENDIENTE MEDELLÍN","COLOMBIA",174,78,28,"C",70
"GK","D. MARTÍNEZ","DEPORTIVO PASTO","COLOMBIA",180,74,31,"C",70
"LMF","M. GÓMEZ","SANTA FE","COLOMBIA",186,72,27,"D",70
"CB","L. OSPINA","MILLONARIOS","COLOMBIA",190,81,29,"C",70
"RWF","R. TORRES","ATLÉTICO BUCARAMANGA","COLOMBIA",168,67,29,"C",70
"RMF","A. ESTUPIÑÁN","DEPORTES TOLIMA","COLOMBIA",175,70,26,"D",70
"LWF","R. VANEGAS","DEPORTIVO PASTO","COLOMBIA",176,72,27,"C",70
"LB","A. JUNG","BRØNDBY","GERMANY",185,85,29,"C",70
"RB","J. GAMMELBY","BRØNDBY","DENMARK",193,81,25,"C",70
"CF","J. EDMUNDSSON","Free Agents","FAROE ISLANDS",184,81,29,"C",70
"LB","E. MARXEN","RANDERS","DENMARK",185,78,30,"C",70
"RWF","C. JAKOBSEN","LYNGBY","DENMARK",189,84,27,"C",70
"CMF","H. ÖZMERT","ANTALYASPOR","TURKEY",178,74,35,"C",70
"RMF","H. AKBUNAR","GÖZTEPE","TURKEY",167,68,27,"E",70
"GK","F. ÖZTÜRK","GALATASARAY","TURKEY",191,86,34,"B",70
"CB","C. OSMANPASA","SIVASSPOR","TURKEY",182,77,32,"C",70
"LB","Z. ERDAL","SIVASSPOR","TURKEY",182,73,32,"B",70
"RB","K. ÇÖREKÇI","TRABZONSPOR","TURKEY",173,73,28,"C",70
"CB","S. PALITSEVICH","Free Agents","BELARUS",190,84,30,"C",70
"GK","R. BOFFIN","ANTALYASPOR","BELGIUM",196,86,33,"C",70
"LWF","ANDRÉS MARTÍN","VALLECAS BR","SPAIN",170,66,21,"C",70
"CF","A. LOTTI","ATLÉTICO TUCUMÁN","ARGENTINA",179,70,24,"C",70
"CF","ALERRANDRO","RED BULL BRAGANTINO","BRAZIL",179,74,20,"D",70
"GK","W. FODERINGHAM","SHEFFIELD RB","ENGLAND",185,75,29,"C",70
"AMF","J. WINDASS","SHEFFIELD BW","ENGLAND",175,68,26,"D",70
"RB","S. O'DONNELL","MOTHERWELL","SCOTLAND",183,74,28,"C",70
"CB","P. HANLON","HIBERNIAN","SCOTLAND",180,64,30,"C",70
"RB","T. MARGASOV","SOCHI","RUSSIA",181,74,28,"C",70
"CF","A. MBENGUE","AKHMAT GROZNY","SENEGAL",187,78,28,"C",70
"DMF","R. EMELJANOV","URAL","RUSSIA",189,85,28,"D",70
"CF","T. CAMPBELL","STOKE RW","ENGLAND",183,75,21,"C",70
"CB","KIM MIN-JAE","BEIJING GUOAN","REPUBLIC OF KOREA",190,88,24,"C",70
"CB","LUCAS HALTER","ATHLETICO PARANAENSE","BRAZIL",187,72,20,"C",70
"RB","J. BOGLE","SHEFFIELD RB","ENGLAND",178,69,20,"C",70
"LB","CARLOS AUGUSTO","CORINTHIANS","BRAZIL",184,72,21,"C",70
"CMF","BRUNO COSTA","PAÇOS DE FERREIRA","PORTUGAL",170,65,23,"C",70
"CB","É. VANDENABEELE","VALENCIENNES","FRANCE",184,77,29,"C",70
"CF","U. BONNET","RODEZ","FRANCE",180,74,27,"B",70
"RB","KALINDI","MADEIRA BP","BRAZIL",170,63,27,"C",70
"CB","JÚLIO CÉSAR","MADEIRA BP","BRAZIL",189,83,25,"C",70
"CB","RAYAN","PONTE PRETA","BRAZIL",185,79,31,"C",70
"CB","L. TAHA","Free Agents","ISRAEL",187,80,31,"C",70
"CB","T. LOCKYER","LUTON WO","WALES",180,72,26,"C",70
"RWF","C. MUNDER","UNIVERSIDAD CATÓLICA","CUBA",170,70,20,"C",70
"CMF","A. CICÂLDAU","Free Agents","ROMANIA",178,76,23,"C",70
"CF","JUNINHO BRANDÃO","ATLÉTICO GO","BRAZIL",187,85,25,"D",70
"CMF","T. DOMGJONI","ZÜRICH","SWITZERLAND",177,74,22,"C",70
"CB","J. KERR","ST. JOHNSTONE","SCOTLAND",180,78,23,"C",70
"CF","H. DERVISOGLU","BRENTFORD RW","TURKEY",183,76,21,"C",70
"CB","S. BRADLEY","LUTON WO","ENGLAND",196,90,29,"C",70
"CB","O. KANTÉ","PARIS","GUINEA",185,79,31,"B",70
"CB","B. WILMOT","WATFORD BY","ENGLAND",188,80,21,"C",70
"RWF","D. ARZANI","UTRECHT","AUSTRALIA",171,73,21,"C",70
"LB","RICARDO MANGAS","BOAVISTA","PORTUGAL",179,66,22,"D",70
"CF","J. THIARÉ","LE HAVRE","SENEGAL",181,68,27,"C",70
"CB","EDUARDO BROCK","CEARÁ","BRAZIL",186,89,29,"C",70
"CMF","B. STILLHART","ST. GALLEN","SWITZERLAND",178,69,26,"C",70
"DMF","N. JAMBOR","RIO AVE","CROATIA",188,76,25,"B",70
"CB","J. PANZO","DIJON","ENGLAND",185,78,20,"C",70
"AMF","L. MAJER","DINAMO ZAGREB","CROATIA",179,75,22,"C",70
"CF","F. COLIDIO","SINT-TRUIDEN","ARGENTINA",179,68,20,"E",70
"CF","M. DJITTÉ","GRENOBLE FOOT 38","SENEGAL",180,74,21,"C",70
"DMF","J. GARNER","WATFORD BY","ENGLAND",182,79,19,"C",70
"DMF","C. DOUCOURÉ","RC LENS","MALI",180,73,20,"C",70
"AMF","S. DIOP","MONACO","FRANCE",175,65,20,"C",70
"RB","M. BUSI","SPORTING CHARLEROI","BELGIUM",182,75,21,"C",70
"CF","M. KAUFMANN","KØBENHAVN","DENMARK",190,78,19,"C",70
"CB","A. SECK","ANTWERP","SENEGAL",192,95,28,"C",70
"RWF","H. ELLIOTT","LIVERPOOL R","ENGLAND",167,61,17,"C",70
"LWF","JONAS TORÓ","SÃO PAULO","BRAZIL",177,70,21,"C",70
"CMF","MIGUEL LUÍS","SPORTING CP","PORTUGAL",178,71,21,"C",70
"RWF","VALERY","GIRONA R","SPAIN",179,75,21,"C",70
"CMF","E. LE FÉE","LORIENT","FRANCE",170,58,20,"C",70
"CB","F. ALMADA","ROSARIO CENTRAL","ARGENTINA",180,79,22,"C",70
"LB","ABDU CONTÉ","MOREIRENSE","PORTUGAL",183,78,22,"C",70
"CF","C. ABI","SAINT-ÉTIENNE","FRANCE",187,71,20,"C",70
"RWF","K. SANDOVAL","SPORTING CRISTAL","PERU",174,62,23,"B",70
"CMF","BRUNO REIS","PONTE PRETA","BRAZIL",185,82,28,"C",70
"GK","CARLOS EDUARDO","SPORT RECIFE","BRAZIL",192,82,28,"C",70
"CMF","ERICK","ATHLETICO PARANAENSE","BRAZIL",176,65,23,"C",70
"RB","FRAN GÁMEZ","MALLORCA RN","SPAIN",174,71,29,"C",70
"CMF","D. SZYMANSKI","AEK ATHENS","POLAND",181,70,25,"C",70
"CF","V. BAYO","TOULOUSE","CÔTE D'IVOIRE",184,72,23,"C",70
"CF","F. MERCADO","DEPORTIVO PASTO","COLOMBIA",174,74,30,"C",70
"GK","I. ZLOBIN","FAMALICÃO","RUSSIA",191,84,23,"C",70
"RWF","L. MIRANDA","DEPORTES TOLIMA","COLOMBIA",175,72,23,"C",70
"CB","V. BONDAR","SHAKHTAR DONETSK","UKRAINE",184,73,21,"C",70
"LWF","LUIS HENRIQUE","BOTAFOGO","BRAZIL",182,78,19,"C",70
"CB","M. CHANOT","Free Agents","LUXEMBOURG",186,84,31,"C",70
"CF","M. SKAVYSH","Free Agents","BELARUS",179,78,31,"C",70
"CF","A. KARAPETYAN","TAMBOV","ARMENIA",184,83,33,"C",70
"RWF","L. KASTRATI","DINAMO ZAGREB","KOSOVO",176,70,21,"C",70
"SS","K. VELKOSKI","Free Agents","NORTH MACEDONIA",180,72,32,"C",70
"AMF","D. NAZAROV","Free Agents","AZERBAIJAN",185,74,30,"C",70
"CF","A. SHCHETKIN","Free Agents","KAZAKHSTAN",193,87,29,"C",70
"GK","D. NEPOGODOV","Free Agents","KAZAKHSTAN",198,94,32,"C",70
"RB","A. BEYSEBEKOV","Free Agents","KAZAKHSTAN",187,81,28,"C",70
"LB","RAFINHA","CSA","BRAZIL",172,73,33,"C",70
"DMF","DAWHAN","PONTE PRETA","BRAZIL",177,69,24,"B",70
"AMF","MARLON","FORTALEZA","BRAZIL",175,68,30,"C",70
"LB","E. CIVIC","Free Agents","BOSNIA AND HERZEGOVINA",182,76,24,"C",70
"DMF","J. KENDYSH","Free Agents","BELARUS",187,72,30,"C",70
"CB","M. BLAŽIC","Free Agents","SLOVENIA",185,81,27,"C",70
"LB","S. RAHIMOV","Free Agents","AZERBAIJAN",187,82,31,"C",70
"CMF","HWANG IN-BEOM","RUBIN KAZAN","REPUBLIC OF KOREA",177,64,24,"A",70
"CF","T. NKADA","AAB","FRANCE",177,68,21,"C",70
"RWF","J. LOWE","SWANSEA W","ENGLAND",183,75,26,"B",70
"AMF","I. AISSATI","DENIZLISPOR","MOROCCO",174,69,32,"C",70
"CMF","B. ÖZDEMIR","GENÇLERBIRLIGI","TURKEY",182,77,22,"C",70
"CMF","MARCOS JÚNIOR","VASCO DA GAMA","BRAZIL",175,70,25,"C",70
"LB","C. IBÁÑEZ","HURACÁN","ARGENTINA",171,67,21,"C",70
"RWF","R. CORLU","BRØNDBY","DENMARK",170,72,23,"C",70
"CB","O. KOSSOUNOU","CLUB BRUGGE","CÔTE D'IVOIRE",188,72,19,"C",70
"DMF","L. KREJCÍ","SPARTA PRAHA","CZECH REPUBLIC",187,80,21,"C",70
"CMF","A. PALAVERSA","GETAFE A","CROATIA",187,77,20,"C",70
"CB","S. TAKAZOV","TAMBOV","RUSSIA",186,80,27,"D",70
"RWF","GAIZKA LARRAZABAL","BILBAO BR","SPAIN",180,81,23,"C",70
"AMF","A. AOUCHICHE","SAINT-ÉTIENNE","FRANCE",178,68,18,"C",70
"CF","C. CHAPLIN","BARNSLEY R","ENGLAND",168,69,23,"C",70
"CB","A. SEDLAR","MALLORCA RN","SERBIA",178,79,29,"C",70
"LB","NUNO MENDES","SPORTING CP","PORTUGAL",184,79,18,"B",70
"DMF","AL MUSRATI","SPORTING BRAGA","LIBYA",193,80,24,"C",70
"CMF","FILIPE SOARES","MOREIRENSE","PORTUGAL",177,61,21,"B",70
"RB","K. SARDELLA","ANDERLECHT","BELGIUM",182,77,18,"C",70
"CB","DIOGO QUEIRÓS","PORTO","PORTUGAL",185,80,21,"C",70
"LWF","N. MBUKU","STADE DE REIMS","FRANCE",172,67,18,"C",70
"LWF","M. AKÉ","OLYMPIQUE MARSEILLE","FRANCE",177,70,19,"C",70
"RWF","I. LIHADJI","LILLE","FRANCE",177,70,18,"C",70
"CMF","F. JAGIELLO","GENOA","POLAND",180,70,23,"C",70
"RB","TOMÁS TAVARES","BENFICA","PORTUGAL",184,70,19,"C",70
"CB","TOMÁS RIBEIRO","BELENENSES","PORTUGAL",185,77,21,"C",70
"CMF","ISMAEL GUTIÉRREZ","ÁLAVA AB","SPAIN",176,63,20,"C",70
"LB","NILTON VARELA","BELENENSES","PORTUGAL",182,76,19,"C",70
"RB","N. WILLIAMS","LIVERPOOL R","WALES",174,72,19,"C",70
"GK","R. MAJECKI","MONACO","POLAND",194,75,21,"C",70
"RWF","N. CUMIC","GIJÓN RB","SERBIA",173,66,22,"C",70
"CF","J. DOS SANTOS","UNIVERSITARIO","URUGUAY",178,79,28,"B",70
"RB","J. NGAKIA","WATFORD BY","ENGLAND",184,71,20,"C",70
"CF","J. ESCOBAR","HUACHIPATO","ECUADOR",180,72,24,"C",70
"LB","GUILHERME","KONYASPOR","BRAZIL",180,79,30,"C",70
"CF","E. TOURÉ","STADE DE REIMS","MALI",185,79,19,"D",70
"CB","L. SOBIECH","ZÜRICH","GERMANY",196,88,29,"B",70
"AMF","O. URUNOV","SPARTAK MOSKVA","UZBEKISTAN",190,78,20,"C",70
"CMF","O. DORLEY","SLAVIA PRAHA","LIBERIA",174,63,22,"B",70
"CB","A. PAPETTI","BRESCIA BA","ITALY",189,84,18,"E",70
"CF","K. MULLIN","ROTOR VOLGOGRAD","RUSSIA",178,66,26,"C",70
"CB","A. RUS","Free Agents","ROMANIA",188,84,24,"C",70
"CF","Z. ONDRÁŠEK","Free Agents","CZECH REPUBLIC",185,79,32,"C",70
"RB","S. MATVEYCHIK","Free Agents","BELARUS",176,69,32,"C",70
"CMF","MATHEUS NUNES","SPORTING CP","BRAZIL",183,78,22,"C",70
"LMF","C. BOZDOGAN","SCHALKE 04","GERMANY",175,70,19,"C",70
"LWF","K. DE LA FUENTE","FC BARCELONA","USA",170,63,19,"C",70
"LB","I. GORANOV","SPORTING CHARLEROI","BULGARIA",177,74,28,"C",70
"LB","A. TRONDSEN","TRABZONSPOR","NORWAY",183,78,25,"C",70
"AMF","M. TOLIC","DINAMO ZAGREB","CROATIA",189,78,24,"C",70
"RB","B. SOPPY","RENNES","FRANCE",181,80,18,"C",70
"CMF","M. VULIC","CROTONE","SERBIA",183,74,24,"D",70
"CF","LEE DONG-GOOK","JEONBUK HYUNDAI MOTORS","REPUBLIC OF KOREA",187,83,41,"C",70
"CB","YU DABAO","BEIJING FC","CHINA",182,78,32,"C",70
"DMF","HUANG BOWEN","GUANGZHOU EVERGRANDE","CHINA",177,65,33,"C",70
"CB","M. MORISHIGE","F.C. TOKYO","JAPAN",183,79,33,"C",70
"RB","D. NISHI","VISSEL KOBE","JAPAN",178,74,33,"C",70
"RMF","KIM MIN-WOO","SUWON SAMSUNG BLUEWINGS","REPUBLIC OF KOREA",174,66,30,"C",70
"LWF","R. KRUSE","MELBOURNE VICTORY","AUSTRALIA",179,70,32,"C",70
"LB","YU HAI","SHANGHAI SIPG","CHINA",183,70,33,"C",70
"CF","E. DERDIYOK","PAKHTAKOR","SWITZERLAND",190,93,32,"C",70
"RB","T. WADA","YOKOHAMA F. MARINOS","JAPAN",170,63,30,"C",70
"LMF","YU HANCHAO","GUANGZHOU EVERGRANDE","CHINA",178,65,33,"C",70
"RB","ZHANG LINPENG","GUANGZHOU EVERGRANDE","CHINA",186,78,31,"C",70
"LB","M. ZULLO","SYDNEY","AUSTRALIA",170,63,32,"C",70
"LB","HUSAM KADHIM","AL SHORTA","IRAQ",178,78,30,"C",70
"CB","S. KHALILZADEH","PERSEPOLIS","IRAN",182,72,31,"C",70
"CB","R. MCGOWAN","SYDNEY","AUSTRALIA",191,75,31,"C",70
"LMF","KO KWANG-MIN","SEOUL","REPUBLIC OF KOREA",172,63,32,"C",70
"CB","KIM NAM-CHUN","SEOUL","REPUBLIC OF KOREA",185,78,31,"C",70
"GK","YU SANG-HUN","SEOUL","REPUBLIC OF KOREA",194,84,31,"C",70
"CMF","SIN JIN-HO","ULSAN HYUNDAI","REPUBLIC OF KOREA",177,72,32,"C",70
"RB","H. JAFARI","SHAHR KHODROU","IRAN",169,64,30,"C",70
"CB","M. MORADMAND","SHAHR KHODROU","IRAN",184,75,27,"C",70
"CB","OMAR HAWSAWI","AL NASSR","SAUDI ARABIA",184,74,35,"C",70
"LB","T. BUNMATHAN","YOKOHAMA F. MARINOS","THAILAND",171,62,30,"C",70
"CB","DANKLER","VISSEL KOBE","BRAZIL",187,80,28,"C",70
"CB","KIM MIN-HYEOK","JEONBUK HYUNDAI MOTORS","REPUBLIC OF KOREA",187,73,28,"C",70
"RB","I. FRANJIC","PERTH GLORY","AUSTRALIA",180,76,33,"C",70
"CB","T. HOOGLAND","MELBOURNE VICTORY","GERMANY",183,80,35,"C",70
"LB","HUSSEIN ABDUL GHANI","AL AHLI SAUDI","SAUDI ARABIA",173,70,43,"C",70
"CMF","KOH MYONG-JIN","ULSAN HYUNDAI","REPUBLIC OF KOREA",186,77,32,"C",70
"AMF","GO YO-HAN","SEOUL","REPUBLIC OF KOREA",170,65,32,"C",70
"CF","K. NAGAI","F.C. TOKYO","JAPAN",178,71,31,"C",70
"LB","L. BROXHAM","MELBOURNE VICTORY","AUSTRALIA",170,65,32,"C",70
"RB","WANG GANG","BEIJING FC","CHINA",187,69,31,"C",70
"LB","A. TRAORÉ","MELBOURNE VICTORY","CÔTE D'IVOIRE",170,73,30,"C",70
"RB","MOHAMMED AL BURAYK","AL HILAL","SAUDI ARABIA",173,63,28,"C",70
"CB","CHOI BO-KYUNG","JEONBUK HYUNDAI MOTORS","REPUBLIC OF KOREA",184,79,32,"C",70
"RB","V. GHAFOURI","ESTEGHLAL","IRAN",178,74,33,"C",70
"CB","KIM KI-HEE","ULSAN HYUNDAI","REPUBLIC OF KOREA",187,78,31,"C",70
"CB","YUN YOUNG-SUN","ULSAN HYUNDAI","REPUBLIC OF KOREA",185,77,32,"C",70
"CB","MOHAMMED AL FATIL","AL AHLI SAUDI","SAUDI ARABIA",179,72,28,"C",70
"CB","MOHAMMED JAHFALI","AL HILAL","SAUDI ARABIA",185,77,30,"C",70
"CMF","O. SHUKUROV","SHARJAH","UZBEKISTAN",182,80,24,"C",70
"RB","T. ELRICH","PERTH GLORY","AUSTRALIA",180,77,33,"C",70
"CMF","JU SE-JONG","SEOUL","REPUBLIC OF KOREA",176,70,30,"C",70
"RB","WANG SHENCHAO","SHANGHAI SIPG","CHINA",180,72,31,"C",70
"LWF","LÜ WENJUN","SHANGHAI SIPG","CHINA",185,71,31,"C",70
"CB","OH BAN-SUK","JEONBUK HYUNDAI MOTORS","REPUBLIC OF KOREA",189,79,32,"C",70
"LMF","CAO YUNDING","SHANGHAI SHENHUA","CHINA",173,70,31,"C",70
"DMF","CHI ZHONGGUO","BEIJING FC","CHINA",174,65,31,"C",70
"AMF","Y. BELAÏLI","AL AHLI SAUDI","ALGERIA",178,75,28,"C",70
"CB","KIM MIN-JAE","BEIJING FC","REPUBLIC OF KOREA",190,88,24,"C",70
"GK","A. REDMAYNE","SYDNEY","AUSTRALIA",194,83,31,"C",70
"RB","KIM TAE-HWAN","ULSAN HYUNDAI","REPUBLIC OF KOREA",180,75,31,"C",70
"CB","MOHAMMED AL-KHABRANI","AL AHLI SAUDI","SAUDI ARABIA",181,68,27,"C",70
"GK","G. LUX","RIVER PLATE","ARGENTINA",185,77,38,"C",69
"RB","A. VANDEN BORRE","ANDERLECHT","BELGIUM",190,78,33,"C",69
"LMF","W. ROUTLEDGE","SWANSEA W","ENGLAND",170,64,35,"C",69
"GK","A. ROSATI","TORINO","ITALY",195,80,37,"C",69
"AMF","WANG YONGPO","SHANGHAI SHENHUA","CHINA",176,78,33,"C",69
"LB","ELTINHO","JUVENTUDE","BRAZIL",171,66,33,"C",69
"CB","M. DAWSON","NOTTINGHAM RW","ENGLAND",188,76,37,"C",69
"LMF","J. GUTIÉRREZ","BANFIELD","ARGENTINA",184,73,37,"C",69
"CB","C. DAVIES","DERBY WB","ENGLAND",188,76,35,"C",69
"CB","C. FERNÁNDEZ","OVIEDO A","SPAIN",182,77,35,"C",69
"RB","V. TOROSIDIS","OLYMPIAKOS PIRAEUS","GREECE",185,80,35,"C",69
"GK","M. CARANTA","TALLERES DE CÓRDOBA","ARGENTINA",184,77,42,"C",69
"CF","A. GERNDT","LUGANO","SWEDEN",184,80,34,"C",69
"CB","AYTHAMI ARTILES","LAS PALMAS AA","SPAIN",185,82,34,"C",69
"GK","J. STEELE","BRIGHTON WB","ENGLAND",190,79,30,"C",69
"GK","ALBERTO GARCÍA","VALLECAS BR","SPAIN",181,77,35,"C",69
"RMF","Y. ANCHICO","JAGUARES DE CÓRDOBA","COLOMBIA",181,75,36,"C",69
"AMF","J. CAMPOS","Free Agents","BOLIVIA",174,70,32,"C",69
"LB","E. IZAGUIRRE","Free Agents","HONDURAS",177,73,34,"C",69
"GK","DARLEY","BOTAFOGO SP","BRAZIL",187,77,31,"D",69
"GK","L. DANIELS","BRENTFORD RW","ENGLAND",185,81,32,"C",69
"GK","Y. THURAM-ULIEN","AMIENS","FRANCE",187,85,32,"C",69
"CB","L. NESTOR","GRENOBLE FOOT 38","FRANCE",179,70,31,"C",69
"GK","R. RUITER","WILLEM II","NETHERLANDS",196,78,33,"C",69
"RB","LAURE","ALCORCÓN AA","SPAIN",171,68,35,"C",69
"RMF","PABLO","OPERÁRIO PR","BRAZIL",177,69,31,"C",69
"CB","I. ARMAS","Free Agents","MOLDOVA",192,86,33,"C",69
"CF","S. VOKES","STOKE RW","WALES",188,90,31,"C",69
"CB","A. EL KAOUTARI","NANCY","MOROCCO",180,73,30,"C",69
"LMF","M. SCHÖNBÄCHLER","ZÜRICH","SWITZERLAND",171,67,30,"C",69
"CF","RICARDO SANTOS","TRAT","BRAZIL",187,80,33,"D",69
"CMF","TEJERA","OVIEDO A","SPAIN",180,75,30,"B",69
"AMF","FELIPE MENEZES","CRB","BRAZIL",185,76,32,"C",69
"CF","M. ALUSTIZA","ATLÉTICO TUCUMÁN","ARGENTINA",166,66,36,"C",69
"RB","C. DÍAZ","CENTRAL CÓRDOBA SDE","ARGENTINA",167,63,31,"C",69
"AMF","L. MUGNI","SPORT RECIFE","ARGENTINA",182,77,28,"C",69
"RMF","N. YERI","ALDOSIVI","ARGENTINA",174,81,29,"C",69
"GK","S. PONTDEMÉ","CHAMBLY","FRANCE",186,81,32,"E",69
"DMF","E. URIBE","SPORT BOYS","PERU",178,74,35,"C",69
"LB","M. NELOM","WILLEM II","NETHERLANDS",175,69,30,"C",69
"CF","M. DEMIR","GAZIANTEP FK","TURKEY",180,69,28,"C",69
"LB","M. MIERS","ALDOSIVI","PARAGUAY",185,81,30,"C",69
"CB","FABRÍCIO","PARANÁ","BRAZIL",186,82,30,"C",69
"CMF","B. RIENSTRA","FORTUNA SITTARD","NETHERLANDS",182,79,30,"C",69
"LWF","ALBERTO PEREA","CÁDIZ AA","SPAIN",177,74,30,"C",69
"CB","M. CARUZZO","ARGENTINOS JUNIORS","ARGENTINA",183,76,36,"C",69
"CF","ANSELMO RAMON","CHAPECOENSE","BRAZIL",182,79,32,"C",69
"RB","G. TOLEDO","ATLÉTICO TUCUMÁN","ARGENTINA",171,72,31,"C",69
"SS","CEJUDO","SANTANDER VB","SPAIN",177,76,36,"C",69
"CMF","E. MAKHMUDOV","Free Agents","AZERBAIJAN",175,67,28,"C",69
"CF","V. DYADYUN","KHIMKI","RUSSIA",180,75,32,"C",69
"CB","A. MILOSEVIC","VEJLE","SWEDEN",192,82,28,"C",69
"DMF","A. GODOY","Free Agents","PANAMA",182,79,30,"C",69
"CF","YANG XU","TIANJIN TIANHAI","CHINA",188,80,32,"C",69
"GK","D. HERNÁNDEZ","TENERIFE AB","VENEZUELA",196,89,35,"C",69
"LB","N. BERARDO","COQUIMBO UNIDO","ARGENTINA",181,74,30,"C",69
"AMF","WILLIANS SANTANA","CUIABÁ","BRAZIL",180,73,32,"C",69
"GK","F. ASSMANN","ALDOSIVI","ARGENTINA",188,80,34,"C",69
"CF","L. PÁEZ","BOYACÁ CHICÓ","COLOMBIA",182,70,34,"C",69
"CB","L. CARDOZA","DEPORTIVO PEREIRA","COLOMBIA",188,88,36,"C",69
"CB","F. ALARCÓN","SANTIAGO WANDERERS","CHILE",189,85,30,"C",69
"CB","E. AMBROSE","LIVINGSTON","NIGERIA",190,70,32,"C",69
"CMF","K. SMITH","SWANSEA W","ENGLAND",175,70,29,"C",69
"CF","M. PEKTEMEK","ALANYASPOR","TURKEY",182,72,32,"B",69
"GK","N. RAVAGLIA","SAMPDORIA","ITALY",184,75,32,"C",69
"LB","ABRAHAM MINERO","SANTANDER VB","SPAIN",174,72,34,"C",69
"DMF","LUÍZ CARLOS","PAÇOS DE FERREIRA","BRAZIL",175,68,35,"D",69
"DMF","P. DIAMANKA","GIRONA R","SENEGAL",182,72,30,"C",69
"RB","E. PISANO","PISA","ITALY",185,83,33,"C",69
"CB","Z. DIALLO","RC LENS","SENEGAL",194,91,34,"C",69
"RB","L. PALUN","GUINGAMP","GABON",179,77,32,"C",69
"RB","S. KITSIOU","ANKARAGÜCÜ","GREECE",176,72,27,"B",69
"RB","A. WISDOM","DERBY WB","ENGLAND",186,78,27,"E",69
"RWF","L. BANGOURA","VALLECAS BR","GUINEA",174,68,28,"C",69
"AMF","R. NIYAZ","DENIZLISPOR","TURKEY",165,62,25,"C",69
"CB","Y. M'BONÉ","CHÂTEAUROUX","CAMEROON",185,82,27,"D",69
"CF","K. KONE","SERVETTE","CÔTE D'IVOIRE",178,75,31,"D",69
"LWF","C. INSAURRALDE","NEWELL'S OLD BOYS","ARGENTINA",180,78,29,"C",69
"CMF","M. RITZMAIER","BARNSLEY R","AUSTRIA",180,74,27,"C",69
"CB","S. STRANDBERG","URAL","NORWAY",189,80,30,"E",69
"CMF","N. AGUIRRE","ATLÉTICO TUCUMÁN","ARGENTINA",182,86,30,"C",69
"CMF","L. JUSTINIANO","Free Agents","BOLIVIA",172,78,28,"C",69
"CB","M. BISKUPOVIC","DEPORTES LA SERENA","CHILE",188,89,31,"C",69
"CB","R. GARCÍA","COLÓN","URUGUAY",183,80,31,"C",69
"DMF","ALAN SANTOS","CHAPECOENSE","BRAZIL",182,75,29,"C",69
"GK","HUGO MARQUES","FARENSE","ANGOLA",191,85,34,"C",69
"GK","LÉO","RIO AVE","BRAZIL",193,88,30,"C",69
"CB","M. BOXALL","Free Agents","NEW ZEALAND",188,90,32,"C",69
"RWF","M. ROJAS","Free Agents","NEW ZEALAND",168,64,29,"C",69
"AMF","J. DROST","PEC ZWOLLE","NETHERLANDS",175,75,27,"C",69
"CB","ANDERSON CONCEIÇÃO","CUIABÁ","BRAZIL",188,81,31,"C",69
"CB","R. BROSCO","ASCOLI","ITALY",190,78,29,"C",69
"RB","A. BALZANO","PESCARA","ITALY",176,73,34,"C",69
"AMF","GIOVANNI","CORITIBA","BRAZIL",173,74,26,"C",69
"SS","ROBERSON","CRUZEIRO","BRAZIL",181,72,31,"C",69
"DMF","JOÃO PAULO","JUVENTUDE","BRAZIL",177,69,35,"C",69
"RWF","H. OJAMAA","Free Agents","ESTONIA",176,77,29,"C",69
"RB","PAULINHO","AEK ATHENS","PORTUGAL",175,70,29,"C",69
