"Round","Date","Time","HomeTeam","HowegoalsFT","AwaygoalsFT","HomegoalsHT","AwaygoalsHT","AwayTeam","Month","Day","Year"
"29",2021-03-06,"20.45","KRC Genk",NA,NA,NA,NA,"Cercle Brugge","Mar","6",2021
"29",2021-03-06,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"Standard Liège","Mar","6",2021
"29",2021-03-06,"20.45","RSC Anderlecht",NA,NA,NA,NA,"KV Mechelen","Mar","6",2021
"29",2021-03-06,"20.45","Sporting Charleroi",NA,NA,NA,NA,"Sint-Truidense VV","Mar","6",2021
"29",2021-03-06,"20.45","Beerschot VA",NA,NA,NA,NA,"Waasland-Beveren","Mar","6",2021
"30",2021-03-13,"20.45","Beerschot VA",NA,NA,NA,NA,"KAA Gent","Mar","13",2021
"30",2021-03-13,"20.45","Cercle Brugge",NA,NA,NA,NA,"KAS Eupen","Mar","13",2021
"30",2021-03-13,"20.45","KV Kortrijk",NA,NA,NA,NA,"KRC Genk","Mar","13",2021
"30",2021-03-13,"20.45","KV Mechelen",NA,NA,NA,NA,"Royal Antwerp FC","Mar","13",2021
"30",2021-03-13,"20.45","KV Oostende",NA,NA,NA,NA,"Sporting Charleroi","Mar","13",2021
"30",2021-03-13,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"RSC Anderlecht","Mar","13",2021
"30",2021-03-13,"20.45","Standard Liège",NA,NA,NA,NA,"Waasland-Beveren","Mar","13",2021
"30",2021-03-13,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"Royal Excel Mouscron","Mar","13",2021
"30",2021-03-13,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"Club Brugge","Mar","13",2021
"31",2021-03-20,"20.45","KRC Genk",NA,NA,NA,NA,"Standard Liège","Mar","20",2021
"31",2021-03-20,"20.45","Beerschot VA",NA,NA,NA,NA,"Sporting Charleroi","Mar","20",2021
"31",2021-03-20,"20.45","Club Brugge",NA,NA,NA,NA,"Royal Antwerp FC","Mar","20",2021
"31",2021-03-20,"20.45","KAA Gent",NA,NA,NA,NA,"Cercle Brugge","Mar","20",2021
"31",2021-03-20,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"Waasland-Beveren","Mar","20",2021
"31",2021-03-20,"20.45","KV Mechelen",NA,NA,NA,NA,"Oud-Heverlee Leuven","Mar","20",2021
"31",2021-03-20,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"KV Oostende","Mar","20",2021
"31",2021-03-20,"20.45","RSC Anderlecht",NA,NA,NA,NA,"SV Zulte Waregem","Mar","20",2021
"31",2021-03-20,"20.45","KAS Eupen",NA,NA,NA,NA,"KV Kortrijk","Mar","20",2021
"32",2021-04-03,"20.45","Standard Liège",NA,NA,NA,NA,"KAA Gent","Apr","3",2021
"32",2021-04-03,"20.45","Cercle Brugge",NA,NA,NA,NA,"Beerschot VA","Apr","3",2021
"32",2021-04-03,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"RSC Anderlecht","Apr","3",2021
"32",2021-04-03,"20.45","KV Kortrijk",NA,NA,NA,NA,"Club Brugge","Apr","3",2021
"32",2021-04-03,"20.45","KV Oostende",NA,NA,NA,NA,"Waasland-Beveren","Apr","3",2021
"32",2021-04-03,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"KRC Genk","Apr","3",2021
"32",2021-04-03,"20.45","Sporting Charleroi",NA,NA,NA,NA,"Royal Excel Mouscron","Apr","3",2021
"32",2021-04-03,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"KAS Eupen","Apr","3",2021
"32",2021-04-03,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"KV Mechelen","Apr","3",2021
"33",2021-04-10,"20.45","KV Mechelen",NA,NA,NA,NA,"SV Zulte Waregem","Apr","10",2021
"33",2021-04-10,"20.45","Beerschot VA",NA,NA,NA,NA,"KV Oostende","Apr","10",2021
"33",2021-04-10,"20.45","Cercle Brugge",NA,NA,NA,NA,"Oud-Heverlee Leuven","Apr","10",2021
"33",2021-04-10,"20.45","KAA Gent",NA,NA,NA,NA,"Sporting Charleroi","Apr","10",2021
"33",2021-04-10,"20.45","KV Kortrijk",NA,NA,NA,NA,"Waasland-Beveren","Apr","10",2021
"33",2021-04-10,"20.45","KRC Genk",NA,NA,NA,NA,"Sint-Truidense VV","Apr","10",2021
"33",2021-04-10,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"Royal Antwerp FC","Apr","10",2021
"33",2021-04-10,"20.45","RSC Anderlecht",NA,NA,NA,NA,"Club Brugge","Apr","10",2021
"33",2021-04-10,"20.45","KAS Eupen",NA,NA,NA,NA,"Standard Liège","Apr","10",2021
"34",2021-04-17,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"KRC Genk","Apr","17",2021
"34",2021-04-17,"20.45","Club Brugge",NA,NA,NA,NA,"Royal Excel Mouscron","Apr","17",2021
"34",2021-04-17,"20.45","KV Kortrijk",NA,NA,NA,NA,"KV Mechelen","Apr","17",2021
"34",2021-04-17,"20.45","KV Oostende",NA,NA,NA,NA,"Cercle Brugge","Apr","17",2021
"34",2021-04-17,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"Waasland-Beveren","Apr","17",2021
"34",2021-04-17,"20.45","Sporting Charleroi",NA,NA,NA,NA,"KAS Eupen","Apr","17",2021
"34",2021-04-17,"20.45","Standard Liège",NA,NA,NA,NA,"Beerschot VA","Apr","17",2021
"34",2021-04-17,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"KAA Gent","Apr","17",2021
"34",2021-04-17,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"RSC Anderlecht","Apr","17",2021
